,DATE,STAR,REVIEW
13156,2014년 11월 22일,별표 5개 만점에 1개를 받았습니다.,화면이 확대 된 상태(축소 안됨)로 접속이 되서 카드 등록을 할 수가 없어요. 터치기반 앱이라 키패드로 어떻게 할 방법이 없네요;; 확인하고 조치해 주세요!!
13157,2014년 11월 2일,별표 5개 만점에 4개를 받았습니다.,VIP멤버쉽이라 영화 예매를 하려고 하는데 안내만 되어있을뿐 아직 모바일로 예매는 불가능하네요. 모바일 홈페이지 들어가봐도 메뉴만 만들어져있고 사용은 불가능하고.. 모바일에서도 영화예매 가능하게 해주세요.
13158,2014년 12월 24일,별표 5개 만점에 1개를 받았습니다.,멤버십할인될거생각하고 크리스마스 케잌 2개질렀는데 갑자기 되지를 않네ㅋ lte로 바꿔도 안됨ㅋ 장난하나ㅋㅋㅋ 이럴거면 모바일로 서비스하지말고 걍 다시 카드 발급하셔ㅋㅋ
13159,2014년 11월 26일,별표 5개 만점에 1개를 받았습니다.,왜 데이터 접속이 차단되었다는 문구만 뜨고 암것도 실행이 안되는건가요. 뭐가 문젠지 몰겠네요. 해결해주세요!!!!
13160,2014년 10월 24일,별표 5개 만점에 1개를 받았습니다.,출시된지가 언젠데 지원이 안되나요?? 다른것도 아니고 모바일멤버쉽카드는 요즘 기본서비스사항 아닌가요?! 빠른조치 부탁드려요~~
13161,2014년 11월 14일,별표 5개 만점에 1개를 받았습니다.,와이파이 설정하라고 뜹니까 처음 생년월일 입력하는 것도 계속계속 네트워크 문제있다그러고 하 .. 어째해주세요 쫌
13162,2014년 10월 5일,별표 5개 만점에 1개를 받았습니다.,와이파이연결돼있는데 계속 와이파이연결하라는 창 뜸 3/4g로해도 똑같음. 완전짜증나요
13163,2014년 11월 12일,별표 5개 만점에 1개를 받았습니다.,제휴사도 젤 적은데 그나마 쓰려니 실행도 안되네요? 리뷰 안 보시나요? 오류수정 안하세요? 별 하나도 아깝네요 백번말해 뭐하겠어요 그냥 갈아타야지
13164,2014년 11월 11일,별표 5개 만점에 1개를 받았습니다.,터치를 하면 계속 로딩중으로 나오다가 조금 있으니...와파가 설정 되어있는데도 불구하고 설정되어 있는지 계속 물어봄~~좀 그렇네~~
13165,2014년 12월 7일,별표 5개 만점에 1개를 받았습니다.,안드로이드 롤리팝 업글 후 사용 할 수 없음. (일시적인 네트워크 오류가 발생) 빠른 조치 부탁함.
13166,2014년 12월 26일,별표 5개 만점에 1개를 받았습니다.,와인스마트는 앱을실행하자마자 확대가되어있어 사용할수없어요 꼭필요한데 ㅜ 빨리개선해주세요
13167,2014년 10월 11일,별표 5개 만점에 1개를 받았습니다.,평생3등할래 멤버쉽혜택젤적고 가맹점젤적고 이러니 가입자안늘지
13168,2014년 12월 17일,별표 5개 만점에 3개를 받았습니다.,세번 중 한번은 주문도중에 앱 알 열려서 제돈냅니다ㅜㅜ 저만그렇나요
13169,2014년 11월 25일,별표 5개 만점에 1개를 받았습니다.,와이파이 잘되는데 와이파이 접속 안된다고 자꾸 알림떠서 삭제하고 다시 깔았더니 무한로딩중..
13170,2014년 9월 29일,별표 5개 만점에 1개를 받았습니다.,집 외이파이 쓰는데 로그인 할려구 하면 인터넷 오류뜸 지워야겠네
13171,2014년 12월 11일,별표 5개 만점에 3개를 받았습니다.,롤리팝업데이트는 언재쯤되나요? 롤리팝으로업데이트하고나서는 자꾸오류가 뜨던데 언제까지 기다려하눈건지 답변점 주세요
13172,2014년 12월 22일,별표 5개 만점에 1개를 받았습니다.,5.0 업데이트 후 카드 등록이 안 된다 업데이트 해놓고 통신사 어플 호환조차 안 되다니 짜증
13173,2014년 11월 19일,별표 5개 만점에 3개를 받았습니다.,다른 통신사는 어플에서 바로 가능하던데... 불편하네요
13174,2014년 12월 21일,별표 5개 만점에 1개를 받았습니다.,이 스마트한세상에 누가 우편으로 받아서 멤버십카드를 씁니까
13175,2014년 9월 27일,별표 5개 만점에 1개를 받았습니다.,G3 cat6 엘지통신사 설치안되네요 쓰지말라는 플레이인가요??
13176,2014년 11월 9일,별표 5개 만점에 5개를 받았습니다.,아이폰으로는 이어플이 없네요 언제쯤 출시될까요
13177,2014년 9월 15일,별표 5개 만점에 1개를 받았습니다.,안들어가지잖아! 기냥 카드로 쓴다! 삭제!
13178,2014년 11월 18일,별표 5개 만점에 1개를 받았습니다.,저 통신사 skt인데 제가 설치 누른적도 없는데 이게 갑자기 설치되어있어요ㅡㅡ뭐에요?????
13179,2014년 11월 24일,별표 5개 만점에 4개를 받았습니다.,매년 남아도은 포인트 쓰려고 작정 하믄 뭐쓸거 없고 년차 마다 늘어나은 멥버쉽 참 쉽죠잉!
13180,2014년 11월 4일,별표 5개 만점에 1개를 받았습니다.,나만안돼는게아니었구나
13181,2014년 9월 25일,별표 5개 만점에 1개를 받았습니다.,계속 오류뜨고...아놔 스트레스
13182,2014년 10월 27일,별표 5개 만점에 1개를 받았습니다.,빨리좀고쳐주세요 카드등록조차안되네요
13183,2014년 12월 26일,별표 5개 만점에 3개를 받았습니다.,.
13184,2014년 10월 5일,별표 5개 만점에 1개를 받았습니다.,안 됨. 엘지뷰
13185,2014년 12월 16일,별표 5개 만점에 1개를 받았습니다.,되지도 않는 어플은 평가할 가치도 없다
13186,2014년 11월 1일,별표 5개 만점에 1개를 받았습니다.,되는게 뭘까??
13187,2014년 11월 10일,별표 5개 만점에 4개를 받았습니다.,"여러가지 연계된 이벤트도 많고,,,유용한 정보도 많을듯 하네요....자주자주 들를께요^^"
13188,2014년 12월 22일,별표 5개 만점에 2개를 받았습니다.,로딩만계속하고 접속이 안되네요
13189,2014년 10월 9일,별표 5개 만점에 1개를 받았습니다.,와인스마트에최적화가안됩니다되게해주세요
13190,2014년 11월 7일,별표 5개 만점에 1개를 받았습니다.,자꾸오류나면서안들어가져요
13191,2014년 12월 13일,별표 5개 만점에 1개를 받았습니다.,제휴사안내가 안뜸
13192,2014년 10월 19일,별표 5개 만점에 1개를 받았습니다.,와인스마트폰 되게 해주세요
13193,2014년 9월 22일,별표 5개 만점에 4개를 받았습니다.,그냥그럼
13194,2014년 9월 29일,별표 5개 만점에 1개를 받았습니다.,안됨.
13195,2014년 12월 25일,별표 5개 만점에 2개를 받았습니다.,고쳐주세요 (베가아이언)
13196,2014년 9월 24일,별표 5개 만점에 4개를 받았습니다.,함 좋아요
13197,2014년 11월 7일,별표 5개 만점에 5개를 받았습니다.,굿
13198,2016년 11월 9일,별표 5개 만점에 1개를 받았습니다.,그렇게 로그인다시하게해놨으면 인증번호나 처빨리보내던가ㅡㅡ 개같아서 그냥 바로결재했는데 포인트는 늘 남는데 이만큼 요금에서 할인해줄거냐?? 진짜거지같네 이딴쓰래기앱은 첨본다 지우고 거지같아서 글쓰러왔다ㅡㅡ
13199,2014년 9월 11일,별표 5개 만점에 5개를 받았습니다.,노트3쓰는데 업뎃후 잘되는데.. 인터페이스가 더 깔끔해지고 좋네요.
13200,2014년 9월 10일,별표 5개 만점에 1개를 받았습니다.,업뎃하고나서튕기고들어갈수가없네요 빨리원인찾아서 해결해줘요
13201,2014년 9월 14일,별표 5개 만점에 1개를 받았습니다.,아니 왜 않되냐고 사람 짜증나게 빨리 고쳐놔
13202,2014년 9월 5일,별표 5개 만점에 1개를 받았습니다.,언능개선해주이소
13203,2014년 9월 10일,별표 5개 만점에 3개를 받았습니다.,바코드 상단에 휴대전화 번호가 POS 직원에게 그대로 노출되는 것이 조금 불편하네요
13204,2014년 9월 7일,별표 5개 만점에 1개를 받았습니다.,자꾸 튕기는데 중간에 한번 업뎃해도 소용이 없네요
13205,2018년 2월 2일,별표 5개 만점에 1개를 받았습니다.,멤버십 사용 횟수도 줄이고 포인트가 있으면 뭐해 사용하는데 규제가 있는데 일일사용 횟수도 꼴랑1회 교통도 월2회에서 1회로 줄이고 통신사를 바꿔야 하나 생각중... 몇년을 u+만 사용중인데
13206,2014년 9월 11일,별표 5개 만점에 1개를 받았습니다.,자꾸 에러나서 사용불가에요. 지금 새로깔고 있는데 짜증짜증짜증나요.
13207,2014년 9월 14일,별표 5개 만점에 1개를 받았습니다.,튕기는 거 수정좀! G2핸드폰이에요
13208,2014년 9월 10일,별표 5개 만점에 1개를 받았습니다.,업댓이후 실행안됨 고쳐주쇼
13209,2014년 9월 6일,별표 5개 만점에 1개를 받았습니다.,최악
13210,2014년 9월 12일,별표 5개 만점에 1개를 받았습니다.,등신들 계속 튕기잖아
13211,2014년 9월 6일,별표 5개 만점에 1개를 받았습니다.,사용할수있게 해줘요
13212,2014년 9월 12일,별표 5개 만점에 1개를 받았습니다.,업뎃하면서 팅깁니다. 해결점해주세효
13213,2014년 9월 8일,별표 5개 만점에 1개를 받았습니다.,업뎃이 되고 나만 안되는게 아녓구만
13214,2014년 9월 13일,별표 5개 만점에 1개를 받았습니다.,업데이트 하고나서 자꾸 튕기는데 언제 수정해줄런지....
13215,2014년 9월 5일,별표 5개 만점에 1개를 받았습니다.,쓰라는건지말라는건지
13216,2014년 9월 5일,별표 5개 만점에 1개를 받았습니다.,개발자님 테스트는 했나요?
13217,2014년 9월 13일,별표 5개 만점에 2개를 받았습니다.,사용을 했었는데 갑자기 작동 안됨~
13218,2014년 9월 5일,별표 5개 만점에 1개를 받았습니다.,아예로그인도안되고
13219,2014년 9월 8일,별표 5개 만점에 1개를 받았습니다.,안됀다고 밥팅이들아
13220,2014년 9월 5일,별표 5개 만점에 5개를 받았습니다.,자주 사용해야겠죠
13221,2014년 9월 5일,별표 5개 만점에 5개를 받았습니다.,좋아요~
13222,2014년 8월 31일,별표 5개 만점에 1개를 받았습니다.,리뷰보니 다들 업뎃하라고만 하고 계속 오류인것 같은데 가타부타말도 없고 오류는 계속되는군요. 딱히 써먹을데도 없는 멤버십이지만 그래도 화나네요. 고객관리 이런식인건 곤란하죠
13223,2014년 9월 1일,별표 5개 만점에 1개를 받았습니다.,"""USIM을 확인 후 프로그램을 실행해 주세요"" 라고 뜨면서 접속이 안 됩니다. 편의점에서 늘 모바일 카드로 할인을 받아왔었는데 업데이트 이후 사용하려다 접속이 안 되서 사용을 못 했습니다. 어서 조치를 취해주시길 바랍니다."
13224,2014년 8월 29일,별표 5개 만점에 1개를 받았습니다.,처음 실행시 유심칩을 찾는데 난 유심이 없는 휴대폰이다. 개발자가 누군지는 모르지만 좀 더 세심하게 만들었으면 좋겠네요
13225,2014년 8월 31일,별표 5개 만점에 1개를 받았습니다.,저만 그런건가요? 다시 깔아도 계속 들어가지지 않네요..빨리 해결해 주세요..짜증나네요..
13226,2014년 8월 28일,별표 5개 만점에 1개를 받았습니다.,유심 확인해달라면서 꺼짐 나 lg아니였음? 나한테 왜이래요? 사용하지 말라고 막는건가? 빨리 확인좀요
13227,2014년 9월 1일,별표 5개 만점에 1개를 받았습니다.,usim 카드없는 3g폰은 app 사용하지 말라는 건가요? 개발할 때 테스트했을텐데 이대로 업뎃했다는 것은 3g 사용자 무시하기로 한 것으로 오해받을 수 있어요 빨랑 수정해주세요
13228,2014년 8월 30일,별표 5개 만점에 1개를 받았습니다.,업데이트 후에 아예 쓰질 못하고 있습니다. 그야말로 과유불급. 빠른 시일 내에 오류 현상 해결되길 바랍니다.
13229,2014년 8월 29일,별표 5개 만점에 1개를 받았습니다.,오랜만에쓸려고 들어갔는데 왜자꾸 꺼져요? 업데이트하라는데 새업데이트도 안뜨고
13230,2014년 8월 28일,별표 5개 만점에 1개를 받았습니다.,계속팅겨요 어플누르면 바로팅김 종료되엇다고알림창떠요 빨리해결좀
13231,2014년 8월 30일,별표 5개 만점에 3개를 받았습니다.,계속 들어가도 응답하지 않는다고 뜨고 와이파이를 껐다 키면 데이터 네트워크가 차단되있다고 뜸
13232,2014년 9월 2일,별표 5개 만점에 1개를 받았습니다.,업데이트한지 4일째 아무 개선이 없내요 ㅡㅡ
13233,2014년 8월 29일,별표 5개 만점에 1개를 받았습니다.,유심확인해달래놓고꺼져요이거왜이래요?ㅡㅡ
13234,2014년 8월 31일,별표 5개 만점에 4개를 받았습니다.,처음 설치해봤는데 잘 되었습니다 업데이트가 잘 안된다는 리뷰가 있어 살짝 걱정했는데 처음 설치는 잘 되네요
13235,2014년 8월 28일,별표 5개 만점에 1개를 받았습니다.,어쩌라는 건지
13236,2014년 9월 2일,별표 5개 만점에 2개를 받았습니다.,계속 에러나서 튕기네요
13237,2014년 8월 31일,별표 5개 만점에 1개를 받았습니다.,유심을 확인하라니 장난?
13238,2014년 8월 28일,별표 5개 만점에 5개를 받았습니다.,잘쓰고있음ㅋㅋ
13239,2014년 9월 1일,별표 5개 만점에 1개를 받았습니다.,오류가 계속 떠요.문제 해결 빨리 해 주세요
13240,2014년 9월 1일,별표 5개 만점에 5개를 받았습니다.,업뎃하니까 쓰기도 더 편해졌네요 잘쓸게요
13241,2014년 8월 29일,별표 5개 만점에 1개를 받았습니다.,재설치후에도
13242,2014년 8월 30일,별표 5개 만점에 5개를 받았습니다.,너무 유용하고 좋아요ㅋㅋ
13243,2014년 8월 28일,별표 5개 만점에 4개를 받았습니다.,보내주니감사합니다..
13244,2014년 9월 1일,별표 5개 만점에 5개를 받았습니다.,잘사용할께요
13245,2014년 8월 23일,별표 5개 만점에 4개를 받았습니다.,카드 안들고 다니고 할인도 나름 되고 해서 좋긴한데 ㅠ ㅜ 왜 계속 별거 없으면서 업데이트하라고 하는지 ㅠ ㅜ 업데이트하려면 구글플레이 따로 들어와야되서 불편해요 ㅠ
13246,2014년 6월 23일,별표 5개 만점에 1개를 받았습니다.,"잘쓰다가 갑자기 업데이트하라고 뜨며 종료되서 와봤는데, 업데이트하는 버튼이 뜨는것도 아니고, 제거했다 다시깔아봐도 이러네요. 빠른해결부탁해요 쓰라고만들어놓고, 쓰질못하니 무용지물이되버림."
13247,2014년 5월 16일,별표 5개 만점에 3개를 받았습니다.,업뎅트해야 쓸수있다고 강제종료되고 업댓할라고 스토어들와도 업뎃버튼 안뜨는데 어짜라는건지...잘쓰고있었는데...떠글..
13248,2014년 8월 23일,별표 5개 만점에 3개를 받았습니다.,근데.. 다른데서두 뽑았었던사진 고대로뽑은건데...화질이영 얼굴들이 흐릿하네요ㅜㅜ 좀 개선해주세요..
13249,2014년 8월 18일,별표 5개 만점에 3개를 받았습니다.,플레이스토어 들어갔는데 내앱목록에 없음. 혹시나해서 검색해서 설치하기했는데 설치가됨; 앱아이콘은 똑같은것이 두개나 있음..결국 기존것은 직접 삭제함ㅋㅋㅋㅋㅋ
13250,2014년 6월 7일,별표 5개 만점에 2개를 받았습니다.,최신버젼인데도 자꾸 저러니 포인트를쓸수가없네요.
13251,2014년 8월 3일,별표 5개 만점에 4개를 받았습니다.,폰밖엔다운받아잇는데..앱이다운설치가안되어잇는건머예요.방금받앗어요.
13252,2014년 6월 25일,별표 5개 만점에 2개를 받았습니다.,사용할때가 없어 유감
13253,2014년 5월 27일,별표 5개 만점에 1개를 받았습니다.,"최신 버젼인데도, 계속 업데이트 하라고 뜨고 꺼지는 이런 쓰레기~"
13254,2014년 5월 15일,별표 5개 만점에 1개를 받았습니다.,서브로 쓰려고 했으나 gps를 전혀 못 잡음 그냥 쓰레기 인력 개발 낭비 돈 낭비 내 데이터 낭비 그냥 이건 인생이 낭비
13255,2014년 8월 17일,별표 5개 만점에 5개를 받았습니다.,포인트 조회를 하려고 켰는데 자꾸 오류뜨고 안움직여서 지웠다 다시 깔았는데 로그인이 안되네여 ㅠ
13256,2016년 10월 28일,별표 5개 만점에 1개를 받았습니다.,나는25만점이나 있네 이거 엿이라도 바꿔주세요~
13257,2014년 7월 14일,별표 5개 만점에 1개를 받았습니다.,로그인이안되자나요 빨리되게해주세요 흥칫뿡!
13258,2014년 6월 1일,별표 5개 만점에 1개를 받았습니다.,와이파이로하든데이터로하든아에열리지가안네요 다시삭제하고설지해도안열려요.언능해결해주세요
13259,2016년 11월 9일,별표 5개 만점에 1개를 받았습니다.,앱데이터 지우고 캐시도 지우고 앱제거 후 설치해도 안되네요 그리고 영화예매좀 pc만이 아닌 모바일이나 앱에서도 되게좀 해주세요 시대가 어떤시대인데 pc에서 만 예매가능하게 하는건 좀 시대에 뒤떨어져 보이네요
13260,2014년 5월 17일,별표 5개 만점에 1개를 받았습니다.,로그인 생년월일 치면 네트워크 일시적 오류 발생이런다 계속 방법좀 알켜줘
13261,2014년 5월 30일,별표 5개 만점에 1개를 받았습니다.,계속 안들어가지고 짜증나요 데이터는 데이터대로 쓰고 이게뭡니까
13262,2014년 6월 6일,별표 5개 만점에 1개를 받았습니다.,업데이또하라고만하구 중지 ㅠㅠ 왜 이러시는지 손해가 이만저만 이구려
13263,2014년 6월 4일,별표 5개 만점에 1개를 받았습니다.,계속 업데이트하라고 나오고 열리지가 않네요 빨랑 해결해주세요 이게뭔가요 짜증나게...
13264,2014년 8월 25일,별표 5개 만점에 1개를 받았습니다.,업데이트하라고해서 플레이스토리 들어오면 설치버튼만 잇어서 다시깔려고하면 오류로 안된다고 하고 리뷰보니까 저만 그런것도 아닌거 같고 그럼 빨리 개선을하던가 무슨무슨 이유때문에 그런거라고 공지라도 하던가 쓰라는건지 말라는건지 모르겠네요
13265,2014년 8월 15일,별표 5개 만점에 3개를 받았습니다.,데이터연결상태가 아니면 데이터나 와이파이 연결을 하라고뜹니다..원래 데이터 이용시에만 가능한건가요
13266,2014년 8월 24일,별표 5개 만점에 1개를 받았습니다.,다운로드했는데 로딩이안되네요아예 다시수정부탁드려요
13267,2014년 7월 10일,별표 5개 만점에 1개를 받았습니다.,5월~6월 사이에 한방에yo 결합하면 20만준대매ㅡㅡ 왜안주는디ㅡㅡ
13268,2014년 5월 31일,별표 5개 만점에 1개를 받았습니다.,계속 이라면.. 쓰기힘듬
13269,2016년 2월 16일,별표 5개 만점에 1개를 받았습니다.,쓸 수 있게 해야지 설치가 안됨
13270,2014년 5월 6일,별표 5개 만점에 5개를 받았습니다.,근데 다썻당ㅇ0ㅇ
13271,2014년 7월 1일,별표 5개 만점에 2개를 받았습니다.,업뎃은왜하라는건지
13272,2014년 7월 4일,별표 5개 만점에 1개를 받았습니다.,뭔가요?인증자꾸뜹니다
13273,2014년 7월 19일,별표 5개 만점에 1개를 받았습니다.,업뎃좀해주세요 불편하네요ㅡㅡ
13274,2014년 8월 25일,별표 5개 만점에 3개를 받았습니다.,아직안써봣고 ..걍그럼
13275,2014년 8월 9일,별표 5개 만점에 1개를 받았습니다.,자꾸업뎃하라기만하고꺼짐
13276,2014년 7월 23일,별표 5개 만점에 5개를 받았습니다.,매일매일 잘쓰고있습니다~!!
13277,2014년 8월 19일,별표 5개 만점에 5개를 받았습니다.,카드 안들고 다녀도 되서 좋네요~
13278,2014년 7월 2일,별표 5개 만점에 5개를 받았습니다.,굳굳
13279,2014년 8월 11일,별표 5개 만점에 1개를 받았습니다.,업데이트어쩌란건지
13280,2014년 5월 19일,별표 5개 만점에 1개를 받았습니다.,어떻게합니까. 업뎃도 최근에 된거 같은데. 담당자분 가르쳐주시죠.
13281,2014년 8월 19일,별표 5개 만점에 4개를 받았습니다.,카드가필요없는앱~굿
13282,2014년 8월 14일,별표 5개 만점에 1개를 받았습니다.,업댓이 떠야 업댓을하죠
13283,2014년 8월 9일,별표 5개 만점에 3개를 받았습니다.,분명히 드롭탑 사이즈업 혜택있었는데 왜 없어졌죠?
13284,2014년 5월 9일,별표 5개 만점에 5개를 받았습니다.,조아용
13285,2014년 8월 7일,별표 5개 만점에 3개를 받았습니다.,로그인이계속안되네요
13286,2014년 7월 14일,별표 5개 만점에 5개를 받았습니다.,여러모로 많이 활용하고 있습니다.
13287,2014년 8월 12일,별표 5개 만점에 1개를 받았습니다.,자주못봐서짜증나서요
13288,2014년 5월 30일,별표 5개 만점에 5개를 받았습니다.,혜택도 많고 좋네요♬ 감사합니다!
13289,2014년 7월 18일,별표 5개 만점에 1개를 받았습니다.,로그인도안되고 렉먹음 고쳐주세요
13290,2014년 8월 11일,별표 5개 만점에 1개를 받았습니다.,열자마자 바코드 떴다가 사라짐.
13291,2014년 7월 26일,별표 5개 만점에 5개를 받았습니다.,VlP 인데....
13292,2014년 5월 6일,별표 5개 만점에 4개를 받았습니다.,좋임
13293,2014년 8월 25일,별표 5개 만점에 5개를 받았습니다.,굿
13294,2014년 8월 13일,별표 5개 만점에 5개를 받았습니다.,굿
13295,2016년 7월 18일,별표 5개 만점에 1개를 받았습니다.,바코드 찍는 곳 밝기조절을 개인화면 설정과 상관없이 최대로 고정시켜놔서 눈이 아플 정도입니다. 밝기가 어두우면 이용자가 어련히 알아서 밝게 해서 쓸텐데 말이죠. 이딴 쓸모없는 기능 넣은 직원도 돈받고 만든건가요 설마? 짜증나서 바로 지워버렸습니다. 이 어플 제작자가 유플러스 안티라고 생각할 정도입니다. 유플러스에서 돈 받고 일하는 사람이 만든게 아니라 안티 생기라고 만든건 아닌가 하는 의심이 듭니다.
13296,2014년 4월 18일,별표 5개 만점에 4개를 받았습니다.,혹시 분실되도 쓸수있고 카드없이 간편해서 좋긴한데 와이파이는 연결이안되네요. 그부분만 해주신다면야
13297,2014년 3월 19일,별표 5개 만점에 2개를 받았습니다.,LTE에서만 되고 WiFi에서는 왜 아니됨?
13298,2014년 3월 22일,별표 5개 만점에 1개를 받았습니다.,왜그런거죠?
13299,2014년 4월 8일,별표 5개 만점에 1개를 받았습니다.,오류해결좀해주세요 제발 카드발급받을려고 하는데 가입할려하는데 안되요
13300,2014년 4월 18일,별표 5개 만점에 1개를 받았습니다.,바코드랑카드번호안떠요 어떻게해야해요?
13301,2014년 4월 19일,별표 5개 만점에 1개를 받았습니다.,와이파이/ LTE다 되는데 안된다며 들어가지질않네ㅡㅡ
13302,2014년 3월 29일,별표 5개 만점에 1개를 받았습니다.,와이파이 사용 불가 ㅡㅡ
13303,2014년 4월 27일,별표 5개 만점에 1개를 받았습니다.,열라구림
13304,2014년 4월 14일,별표 5개 만점에 5개를 받았습니다.,편하고 언제든 확인
13305,2014년 3월 20일,별표 5개 만점에 5개를 받았습니다.,좋아요!^^
13306,2013년 11월 17일,별표 5개 만점에 1개를 받았습니다.,아나 장난하나 안들어가짐 하루종일 로딩임 365일 로딩중하지그래 사기개쩜ㅋ 엘지는 폰도 구리고 이런거라도 잘되어있어야되는거 아님?!긍까 삼성한테 밀리지ㅉ담부터 엘지폰이랑 엘지통신사 절대 안쓴다
13307,2014년 2월 24일,별표 5개 만점에 4개를 받았습니다.,바코드 전체가 표시되지 않네요... 멤버십 카드 안가지고 다녀서 편리할 줄 알았는데 바코드가 제대로 안나오니 사용할 때마다 직원분이 바코드 숫자를 직접 입력해야 한다는... 쫌 수정/업뎃 해주세요!
13308,2013년 12월 4일,별표 5개 만점에 1개를 받았습니다.,"계속 오류, 화면 하나 제대로 넘어가지 못하고, 지도는 검색도 안될거 왜 넣어놓은거야? 지나가는 공대생이 만들어도 이거보단 잘만들듯 순전히 개인정보수집용"
13309,2014년 2월 2일,별표 5개 만점에 1개를 받았습니다.,문제점 업뎃을 안해주시나요 와이파이든 데이터 네트웍이든 인터넷 가능항 상태인데 어플 실행이안되네요...너무너무 어설퍼요
13310,2014년 3월 10일,별표 5개 만점에 1개를 받았습니다.,잘쓰다 문득 안되길래 앱 다시 깔았는데도 사용이 중지된다고 합니다. 문제가 뭡니까?
13311,2013년 12월 16일,별표 5개 만점에 1개를 받았습니다.,이거 뭐...멤버쉽쓰라는 건지 말라는건지 계속 네트워크오류라면서 와이파이해도안되고 4g해도 안되고 어쩌라는거지?--
13312,2014년 1월 17일,별표 5개 만점에 1개를 받았습니다.,카드내용만 보이고 다른 메뉴는 눌러지지도 않음. 제대로 좀 만드쇼.
13313,2013년 11월 20일,별표 5개 만점에 5개를 받았습니다.,저는엘지플러스유가입자입니다 제가멤버쉽포인트다사용해서업써요 생일날1000점들어옵니다 2014년도1월1일다시들어옴ㅋ 언니꺼로사용하고이써요
13314,2014년 2월 18일,별표 5개 만점에 1개를 받았습니다.,카시오지즈원인데 데이터키라고 해서 켰는데도 계속 로딩중이고 안켜져요 고쳐주셔야 쓰던말던 하죠 고쳐주세요
13315,2014년 1월 4일,별표 5개 만점에 1개를 받았습니다.,다운받은 앱이 자고나면 없어지고 새로깔면 인증안돼고 센타 전화해도 확인도 못하고ㅠㅠ 시스템 개발한거야? 개발~새발 ㅋㅋ 패~~킷 비용만 들어간다는?
13316,2014년 2월 18일,별표 5개 만점에 2개를 받았습니다.,로딩시간길고 와이파이되는데 자꾸 4g로바뀌고 왜 이러는거예요
13317,2014년 1월 15일,별표 5개 만점에 1개를 받았습니다.,뭐 일단 가맹점 수부터가 3사 중 가장 적고 쓸만한 곳도 별로 없네요 엘지유저지만 조만간 포인트 다쓰고 sk로 갈아탈랍니다
13318,2014년 1월 30일,별표 5개 만점에 3개를 받았습니다.,"잘 사용하고 있습니다만, 바코드 이미지가 양쪽으로 잘려 보이네요 스캐너로 읽히지 않아요. 조치 바랍니다."
13319,2014년 1월 13일,별표 5개 만점에 1개를 받았습니다.,네트웍이 연결되어 있는데도 연결하라고 계속 뜨네요 결론은 연결안됨 겔럭시 노트1 안드로이드 4. 1. 2.
13320,2014년 2월 23일,별표 5개 만점에 1개를 받았습니다.,왜 와이파이는 안열리지 수십번 해봐도 안네요
13321,2014년 2월 25일,별표 5개 만점에 1개를 받았습니다.,왜 와이파이로 들어가면 어플이 실행도 안되는거죠?
13322,2014년 1월 29일,별표 5개 만점에 1개를 받았습니다.,쓸수있게해주세요
13323,2013년 12월 27일,별표 5개 만점에 1개를 받았습니다.,와이파이는 왜 안되냐
13324,2014년 1월 18일,별표 5개 만점에 1개를 받았습니다.,이거는 왜 기본 앱으로 안되있냐?
13325,2013년 12월 9일,별표 5개 만점에 1개를 받았습니다.,장난하나ㅡㅡ 와이파이쓰면 안되고 lte로만 되네?
13326,2014년 2월 6일,별표 5개 만점에 1개를 받았습니다.,???
13327,2014년 1월 8일,별표 5개 만점에 1개를 받았습니다.,오류너어무심해요
13328,2013년 12월 24일,별표 5개 만점에 3개를 받았습니다.,타 통신사 처럼 스마트월렛 기능이 있으면 좋겠네요
13329,2014년 1월 14일,별표 5개 만점에 5개를 받았습니다.,카드 안갖고다녀도되고 혜택 바로 찾아볼수잇고
13330,2013년 12월 31일,별표 5개 만점에 1개를 받았습니다.,진심안좋아
13331,2014년 1월 17일,별표 5개 만점에 5개를 받았습니다.,도둑느무시끼들아
13332,2013년 12월 12일,별표 5개 만점에 2개를 받았습니다.,어플에는 옛카드 번호가 뜨네요 .....
13333,2013년 11월 11일,별표 5개 만점에 1개를 받았습니다.,안열림
13334,2014년 1월 13일,별표 5개 만점에 4개를 받았습니다.,카드 안들고다녀도 되니 간편하고 좋음
13335,2014년 1월 10일,별표 5개 만점에 5개를 받았습니다.,지갑으가벼이해주는앱
13336,2013년 12월 8일,별표 5개 만점에 3개를 받았습니다.,한번 밖에 안써봤는데; 벌써 끝냈나요?
13337,2013년 12월 14일,별표 5개 만점에 4개를 받았습니다.,당
13338,2013년 11월 28일,별표 5개 만점에 1개를 받았습니다.,따로 카드 갖고 다녀요.....
13339,2014년 2월 12일,별표 5개 만점에 4개를 받았습니다.,좋습니다
13340,2014년 1월 29일,별표 5개 만점에 5개를 받았습니다.,어여 설치해요
13341,2013년 12월 24일,별표 5개 만점에 5개를 받았습니다.,ㅋㅋㅋ굿굿
13342,2013년 12월 28일,별표 5개 만점에 4개를 받았습니다.,으믕
13343,2013년 12월 30일,별표 5개 만점에 5개를 받았습니다.,없다
13344,2014년 1월 10일,별표 5개 만점에 5개를 받았습니다.,굿굿
13345,2014년 1월 28일,별표 5개 만점에 5개를 받았습니다.,굿^^
13346,2014년 1월 7일,별표 5개 만점에 1개를 받았습니다.,안돼안돼
13347,2014년 1월 8일,별표 5개 만점에 5개를 받았습니다.,굿
